X,Y,Name,description
2.3435071,48.8800657,MAMICHE,
2.3606901,48.8638169,Bontemps,
-1.6686864,43.380121,ETXE GOXOAN,
2.3360432,48.8401436,La Closerie des Lilas,
12.578065,55.6654475,Wulff & Konstali Food Shop,
12.5895376,55.6812682,Winterspring,
2.370799,48.870092,Yann Couvreur Pâtisserie,
2.328127,48.865241,Le Meurice,
2.3636103,48.8665548,Umami Matcha Café,
2.3473079,48.8679191,Boneshaker Doughnuts,
2.3467359,48.8649253,Fou de Pâtisserie,
2.3628904,48.8712453,Du Pain et des Idées,
2.3687121,48.8652898,Boulangerie Utopie,
2.3392495,48.8528229,Un Dimanche à Paris,
2.3377974,48.8856653,Pâtisserie Gilles Marchal,
2.3274387,48.8279899,Dominique Saibron,
2.3368532,48.8675969,Tomo,
2.3468149,48.8652644,Stohrer,
2.309078,48.8599353,Gâteaux Thoumieux,
2.323954,48.8538549,Des Gâteaux et du Pain,
2.3608404,48.8702307,HOUSE OF 3 BROTHERS & BROTHERS EAT,
2.3836362,48.8531595,Amami cafe,
-1.5642022,43.4330387,Moulin de Bassilour Boulangerie Pâtisserie,
2.3852926,48.8528028,La Chocolaterie Cyril Lignac - Paul Bert,
2.3354833,48.8914828,La Goutte d'Or Pâtisserie,
2.364797,48.873503,Ten Belles,
2.3737094,48.8576591,Ten Belles Bread,
2.3653088,48.861154,Boot Café,
2.3626373,48.8651393,Season,
2.3740301,48.8647255,Café Oberkampf,
2.3321394,48.8735916,Benoît Castel - Pâtisserie Boulangerie,
2.3981429,48.8703943,Benoît Castel,
2.33635,48.885403,UNE GLACE A PARIS MONTMARTRE Olivier Ménard & Emmanuel RYON Meilleur Ouvrier de France Glacier,
2.3399433,48.8834553,Pain Pain,
2.358768,48.857506,Yann Couvreur Pâtisserie,
2.3288932,48.8680987,Ritz Paris,
2.2934759,48.8637135,"Shangri-La Hotel, Paris",
2.3383497,48.8752715,IBRIK,
2.2911097,48.8490809,O Coffeeshop,
2.340136,48.879395,Rose Bakery,
2.3767622,48.8505611,Blé Sucré,
2.374983,48.849097,Boulangerie bo,
2.33195,48.8641216,Sébastien Gaudard Pâtisserie,
