Lat,Long,Nom,Ville,Pays,Type,star,isReservable,horaires,adresse,photo
2.3485348,48.8738363,Ozlem,75010,France,sur_le_pouce/moyen_orient,,,,57 Rue des Petites ecuries,https://storage.googleapis.com/mon-resto-halal/restaurants/04136d6c-344a-4620-9842-ab5fb6b1076f/thumb@1024_e2528e4e-aa06-479d-a86b-41ea2e1da6c7.jpg
2.333787,48.864718,Sanukiya,75001,France,asiatique,,,,9 Rue d Argenteuil,https://media-cdn.tripadvisor.com/media/photo-s/0e/1b/71/8f/photo0jpg.jpg
2.3356451,48.8935876,B.O.U.L.O.M,75018,France,brunch/brasserie/boulangerie/patisserie,,,,181 Rue Ordener,https://lh3.googleusercontent.com/proxy/rhCxS6pnjJGuolbRVoE0Fjh8CtZStnSyEdlitGYgujeEmBrbg8o4F5qGpfaxeJDIoBvJDUG0fh23gG2EVlklLd-W1wegRDqFt-Ult6jx22z-2qRp
2.3815096,48.8439199,Ground Control,75012,France,sur_le_pouce,,,,81 Rue du Charolais,https://media.timeout.com/images/105474562/image.jpg
2.3318356,48.8776569,Hanoi Corner,75009,France,sur_le_pouce/asiatique/coffee_shop/patisserie,,,,7 Rue Blanche,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2021/07/17_51_58_344_coffee_shop_hanoi_corner_paris.png?width=1440&height=964&optipress=3
-1.4755922,43.491,JANINE,Bayonne,France,sur_le_pouce/neobistrot,,,,12 Rue Port de Castets,https://media-cdn.tripadvisor.com/media/photo-s/1b/af/6e/49/photo0jpg.jpg
-1.5589087,43.4816198,Milwaukee Cafe,Biarritz,France,sur_le_pouce/coffee_shop/brunch/patisserie,,,,2 Rue du Helder,https://tourisme.biarritz.fr/photos_tourinsoft/restaurants/originales/RESAQU064FS0020VMilwaukee-Biarritz-devanture-1.jpg
12.5550536,55.6698114,Sanchez,Copenhague,Danemark,mexicain/neobistrot,,,,Istedgade 60  1650 København,https://lovesanchez.com/wp-content/uploads/2020/10/HDS_tostada.jpg
2.3373551,48.8803279,Chiquitin,75009,France,mexicain/sur_le_pouce,,,,21 Rue Henry Monnier,https://media-cdn.tripadvisor.com/media/photo-s/16/68/a0/07/ceviche-guacamole-frites.jpg
2.3296211,48.832473,Restaurant Kwon,75014,France,asiatique,,,,7 Rue Ernest Cresson,https://i1.wp.com/carnetcoreen.com/wp-content/uploads/2018/12/kwon5.jpg?fit=520%2C390&ssl=1
,,Miznon - 9,75009,France,moyen_orient/sur_le_pouce,,,,3 Rue de la Grange Bateliere,"https://static.wixstatic.com/media/2efe32_668c93747918411898100bb360281e86~mv2.jpg/v1/fill/w_640,h_810,al_c,q_85,usm_0.66_1.00_0.01/2efe32_668c93747918411898100bb360281e86~mv2.webp"
,,Miznon - 4,75004,France,moyen_orient/sur_le_pouce,,,,22 Rue des Ecouffes,"https://static.wixstatic.com/media/2efe32_668c93747918411898100bb360281e86~mv2.jpg/v1/fill/w_640,h_810,al_c,q_85,usm_0.66_1.00_0.01/2efe32_668c93747918411898100bb360281e86~mv2.webp"
,,Miznon - 10,75010,France,moyen_orient/sur_le_pouce,,,,37 Quai de Valmy,"https://static.wixstatic.com/media/2efe32_668c93747918411898100bb360281e86~mv2.jpg/v1/fill/w_640,h_810,al_c,q_85,usm_0.66_1.00_0.01/2efe32_668c93747918411898100bb360281e86~mv2.webp"
2.382265,48.865152,GreenHouse,75011,France,neobistrot,,,,22 Rue Crespin du Gast,https://img3.parisbouge.com/KIQwUGWdN1GlvakRYIjco_zRNCxd3ge1B0CK5PuMBQw/rs:fill:1200:800:1/g:ce/wm:1:soea:12:12:0.12/Mzk3ZjU1MmItNGViMS00Mjg1LThiMjItZjQxNGVlNTVkNmY0LmpwZw.jpg
2.3562193,48.8743774,Pont Neuf - La Frite Française,75009,France,sur_le_pouce,,,,11 Rue du Faubourg Montmartre,https://img3.parisbouge.com/ZmrmyihGAxSyNvbquflkbFOOK0ZgFw9r2FiXsiD390A/rs:fit:1200:628:1/g:ce/wm:1:soea:12:12:0.12/YTY2ZDdmYjMtMmQ3OC00OTliLThkNWEtOGU2OWVkZjQyOWMyLmpwZw.jpg
2.3481264,48.8758798,Nouilles Ceintures,75009,France,asiatique,,,,69 Rue du Faubourg Poissonniere,https://lh3.googleusercontent.com/proxy/iaSklbfg0OtloKXnQJp3_dP1YoysmkkfHOY-RhTJ6AFADnJ-5g7agXfZA4X574WUulvipO95T5QXU-erSToXLcyQXlFK2K2LO10lZulqw1-NNisOSvzo73rwpJo5RGFYVm1w3H-xtQ
2.3435979,48.8696583,Mr ZHAO,75002,France,asiatique,,,,37 Rue des Jeuneurs,https://media-cdn.tripadvisor.com/media/photo-s/18/71/d3/40/pates-biangbiang-au-boeuf.jpg
2.2956833,48.8802955,Motorino,75017,France,italien,,,,24 Rue Saussier-Leroy,https://media-cdn.tripadvisor.com/media/photo-s/19/78/bd/5e/pizza.jpg
2.3784981,48.8570997,Chez Aline,75011,France,sur_le_pouce,,,,85 Rue de la Roquette,https://media-cdn.tripadvisor.com/media/photo-s/0a/ce/f7/63/veal-tongue-with-pickled.jpg
2.3325777,48.8659891,EchizenSOBA TOGO,75001,France,asiatique,,,,33 Rue Saint-Roch,https://fastly.4sqi.net/img/general/600x600/54257774_wzJB1MiD53uM0Mb7I_1FHYsiMayfp_1jmIo6Qk-uANE.jpg
2.3651245,48.8722937,Siseng,75010,France,asiatique,,,,82 Quai de Jemmapes,https://media-cdn.tripadvisor.com/media/photo-s/12/ea/a8/25/bo-bun.jpg
2.3166509,48.8741471,lamee sandwicherie,75008,France,sur_le_pouce,,,,20 bis Rue la Boetie,https://media-cdn.tripadvisor.com/media/photo-s/12/44/d0/a7/houmous-maison-butternut.jpg
,,TARTINE The Bakery,San Francisco,USA,boulangerie/patisserie/sur_le_pouce,,,,600 Guerrero St,https://4.bp.blogspot.com/-WF0OW8DJ5b0/XICbzs9ByhI/AAAAAAAAQ4M/YId6a4raIdwPoEJAnnnALvlU63RZZ0uvgCLcBGAs/s1600/tartine-seoul.jpg
,,Tartine Manufactory,San Francisco,USA,boulangerie/patisserie/sur_le_pouce/brunch/coffee_shop,,,,595 Alabama St,https://4.bp.blogspot.com/-WF0OW8DJ5b0/XICbzs9ByhI/AAAAAAAAQ4M/YId6a4raIdwPoEJAnnnALvlU63RZZ0uvgCLcBGAs/s1600/tartine-seoul.jpg
,,Tartine Inner Sunset SF,San Francisco,USA,boulangerie/patisserie/sur_le_pouce,,,,1226 9th Ave,https://4.bp.blogspot.com/-WF0OW8DJ5b0/XICbzs9ByhI/AAAAAAAAQ4M/YId6a4raIdwPoEJAnnnALvlU63RZZ0uvgCLcBGAs/s1600/tartine-seoul.jpg
,,Tartine Santa Monica,Santa Monica,USA,boulangerie/patisserie/sur_le_pouce,,,,1925 Arizona Ave,https://4.bp.blogspot.com/-WF0OW8DJ5b0/XICbzs9ByhI/AAAAAAAAQ4M/YId6a4raIdwPoEJAnnnALvlU63RZZ0uvgCLcBGAs/s1600/tartine-seoul.jpg
,,Tartine Sycamore,Los Angeles,USA,boulangerie/patisserie/sur_le_pouce,,,,911 N. Sycamore Ave,https://4.bp.blogspot.com/-DzSdtSanmbA/XICbzOtniII/AAAAAAAAQ4I/m8kTEZS0IxACT7N56OR4l-JMd1E8LkQAQCLcBGAs/s1600/tartine-sandwiches.jpg
,,Tartine Silver Lake,Los Angeles,USA,boulangerie/patisserie/sur_le_pouce,,,,3921 Sunset Blvd,https://4.bp.blogspot.com/-DzSdtSanmbA/XICbzOtniII/AAAAAAAAQ4I/m8kTEZS0IxACT7N56OR4l-JMd1E8LkQAQCLcBGAs/s1600/tartine-sandwiches.jpg
,,Tartine West Adams,Los Angeles,USA,boulangerie/patisserie/sur_le_pouce,,,,5335 W Adams Blvd,https://media-cdn.tripadvisor.com/media/photo-s/15/00/9a/26/selection-of-artisan.jpg
,,Tartine Coffee Bar @ Ryse Hotel,Seoul,South Korea,boulangerie/patisserie/sur_le_pouce/brunch/coffee_shop,,,,Ryse Hotel 1F  130 Yanghwa-ro  Mapo-gu,https://media-cdn.tripadvisor.com/media/photo-s/15/00/9a/26/selection-of-artisan.jpg
,,Tartine Dosan,Seoul,South Korea,boulangerie/patisserie/sur_le_pouce/brunch/coffee_shop,,,,524 Eonju-Ro 168Gil  Gangnam-gu,https://1.bp.blogspot.com/-XjI2LOOJfVo/XXTh-MbjC1I/AAAAAAAANvo/R3UyabPj_9cbv3xvMylP0ZdueQpooZLWgCLcBGAs/s1600/DSC03429.JPG
-0.19785,51.508338,Eggbreak,Londres,UK,coffee_shop/brunch/sur_le_pouce,,,,30 Uxbridge St  London W8 7TA,https://images.xceed.me/restaurants/gallery/eggbreak-restaurant-london-xceed-4d66-808f.jpeg
2.3464058,48.8816545,Papilles Coffehouse & Restaurant,75009,France,brunch/coffee_shop/sur_le_pouce,,,,77 Rue Marguerite de Rochechouart,https://fastly.4sqi.net/img/general/600x600/567840128_AmSFh0j2sZvkQ6ON4nk02XC-ZohRC3IHPhDUaqmI4LE.jpg
2.3331631,48.8663375,SANJO,75001,France,asiatique,,,,29 Rue d Argenteuil,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2021/07/06_17_20_283_Sanjo_3_small.jpg?width=1440&height=960&optipress=3
2.3481848,48.8795715,Delice de Condorcet,75009,France,asiatique,,,,10 Rue Condorcet,"https://static.lexpress.fr/medias_11964/w_2048,h_1146,c_crop,x_0,y_280/w_1000,h_563,c_fill,g_north/v1541604151/les-delices-de-condorcet_6125950.jpg"
2.3764513,48.8667905,Le Favori,75011,France,sur_le_pouce,,,,112 Rue Saint-Maur,https://foodetective-production.s3.amazonaws.com/uploads/picture/photo/aa658f1a-fd36-4bb6-8d4f-2c1ec34a8f75/15e64073-5955-4e57-a802-34fa97eb2197.jpeg
2.3626646,48.8721303,Shouk,75010,France,sur_le_pouce/moyen_orient,,,,59 Rue de Lancry,https://media-cdn.tripadvisor.com/media/photo-s/14/f2/23/99/pita.jpg
2.3452711,48.8906451,GEMÜSE - Berliner Kebap,75018,France,sur_le_pouce/moyen_orient,,,,61 Rue Ramey,https://uploads.lebonbon.fr/source/2020/november/2012805/photo-1-1-_5_1125.jpg
2.374628,48.8534569,Sando Club,75011,France,sur_le_pouce,,,,1-3 Pass. Thiere,https://media-cdn.tripadvisor.com/media/photo-s/16/23/72/d3/excellent.jpg
2.3565492,48.8746461,BMK Paris-Bamako,75010,France,africain/brasserie,,,,14 Rue de la Fidelite,https://marionadecouvert.com/wp-content/uploads/2018/11/DSC05046.jpg
2.350294,48.8644,Petit Bao,75002,France,asiatique/sur_le_pouce,,,,116 Rue Saint-Denis,https://media-cdn.tripadvisor.com/media/photo-s/17/ba/0e/f3/sharing-is-caring.jpg
2.3460395,48.8655464,Miss Banh Mi,75002,France,asiatique/sur_le_pouce,,,,5 Rue Mandar,https://storage.googleapis.com/stateless-food-resistance/2020/05/miss-banh-mi.jpg
2.3364629,48.8819802,El Nopal Taqueria,75009,France,mexicain/sur_le_pouce,,,,5 Rue Duperre,https://media-cdn.tripadvisor.com/media/photo-s/1a/53/a3/88/photo0jpg.jpg
2.3700391,48.8663817,Cafe Chilango,75011,France,mexicain/sur_le_pouce,,,,82 Rue de la Folie Mericourt,https://lh3.googleusercontent.com/proxy/LHtNWTe0cvCeuuKGSQcbwiDiv6_41W6JcqBWbwK_mHWcj9kTkXieTdKlPDwHfmGV9MkXBb08HOP5_QHgM1NYDNSM6lmlSdRVsL30SYfZmgb94xFVESJRJXfs5uPmKUDYdMJw8cbMFcRAxs0
2.3529334,48.8287366,MISSO,75013,France,asiatique,,,,27 Rue du Moulin des Pres,https://cdn.eat-list.fr/establishment/photo/gallery_photo/75013-paris-13/misso_47030_5e7.jpg
2.362641,48.872194,SAaM,75010,France,asiatique,,,,59Bis Rue de Lancry,https://lemenu.co/images/4631884ab969ff9c5c04af0731d7a8de.jpg
2.3680862,48.8242888,Pho Bida Viet Nam,75013,France,asiatique,,,,36 - 38 Rue Nationale,https://media-cdn.tripadvisor.com/media/photo-s/04/79/d8/2e/pho-bida-vietnam.jpg
2.351932,48.842221,Foyer Vietnam,75005,France,asiatique,,,,80 Rue Monge,https://sortir.telerama.fr/sites/tr_master/files/styles/m_plus_640x360/public/assets/images/place/46/60/9/originale.jpg?itok=QfJk2Ips
2.3603226,48.8731454,La Taverne de Zhao,75010,France,asiatique,,,,49 Rue des Vinaigriers,https://media-cdn.tripadvisor.com/media/photo-s/05/f7/0f/6e/la-taverne-de-zhao.jpg
2.355047,48.8644114,JIXIAO’S BUNS Seine,75006,France,asiatique,,,,21 Quai des Grands Augustins,"https://res.cloudinary.com/tf-lab/image/upload/w_600,h_337,c_fill,g_auto:subject,q_auto,f_auto/restaurant/379f6ba8-1037-4c2c-b7a5-2aab5ba0ad3d/74e0cc66-f6b3-4949-8602-150a9f77e4a7.jpg"
,,JIXIAO’S BUNS Beaubourg,75003,France,asiatique,,,,91 Rue Beaubourg,"https://res.cloudinary.com/tf-lab/image/upload/w_600,h_337,c_fill,g_auto:subject,q_auto,f_auto/restaurant/379f6ba8-1037-4c2c-b7a5-2aab5ba0ad3d/74e0cc66-f6b3-4949-8602-150a9f77e4a7.jpg"
2.352104,48.8478104,Bonvivant Pizza,75005,France,italien,,,,4 Rue des ecoles,https://media-cdn.tripadvisor.com/media/photo-s/17/65/c9/32/merveilleuses-pizzas.jpg
2.385021,48.850215,Joayo Bastille,75011,France,asiatique,,,,239 Rue du Faubourg Saint-Antoine,https://media-cdn.tripadvisor.com/media/photo-s/15/37/9a/0f/photo4jpg.jpg
2.3306421,48.8464963,Joayo Luxembourg,75006,France,asiatique,,,,54 Rue d Assas,https://media-cdn.tripadvisor.com/media/photo-s/15/37/9a/0f/photo4jpg.jpg
2.3698818,48.871095,HOMADE,75010,France,brunch/coffee_shop,,,,20 Rue Jacques Louvel-Tessier,https://media-cdn.tripadvisor.com/media/photo-p/1a/b0/fc/68/ready-for-brunch.jpg
2.3665318,48.8646675,Paperboy Paris,75011,France,sur_le_pouce/patisserie/coffee_shop,,,,137 Rue Amelot,https://lemenu.co/images/4d0fbaa5f32166e16d4e2c2d4b0e5b5c.jpg
11.2573562,43.7685113,All antico vinaio - panini,Florence,Italie,sur_le_pouce,oui,,,Via dei Neri  65,https://d1bvpoagx8hqbg.cloudfront.net/originals/la-famosissima-schiacciata-dellantico-vinaio-de9bf5bb655369bba051f2ca7e34803c.jpg
12.567208,55.685126,Slurp Ramen Joint,Copenhague,Danemark,asiatique,,,,Nansensgade 90  1366 København,https://media-cdn.tripadvisor.com/media/photo-s/0e/64/14/17/shoyu-ramen.jpg
,,Ramen to Bíiru Vesterbro,Copenhague,Danemark,asiatique,,,,Enghavevej 58  1674 København,https://i1.wp.com/andershusa.com/wp-content/uploads/2016/03/ramen-to-biiru-mikkeller-bento-japanese-noodle-soup-shio-shoyu-miso-copenhagen-denmark-scandinavia-restaurant-review-food-foodie-eat-eating-dine-dining-best-tips-guide-travel-2016-4.jpg?fit=1600%2C1067&ssl=1
,,Ramen to Bíiru,Copenhague,Danemark,asiatique,,,,Griffenfeldsgade 28  2200 København,https://i1.wp.com/andershusa.com/wp-content/uploads/2016/03/ramen-to-biiru-mikkeller-bento-japanese-noodle-soup-shio-shoyu-miso-copenhagen-denmark-scandinavia-restaurant-review-food-foodie-eat-eating-dine-dining-best-tips-guide-travel-2016-4.jpg?fit=1600%2C1067&ssl=1
,,Ramen to Bíiru Frederiksberg,Copenhague,Danemark,asiatique,,,,Bentzonsvej 23  2000 Frederiksberg,https://i1.wp.com/andershusa.com/wp-content/uploads/2016/03/ramen-to-biiru-mikkeller-bento-japanese-noodle-soup-shio-shoyu-miso-copenhagen-denmark-scandinavia-restaurant-review-food-foodie-eat-eating-dine-dining-best-tips-guide-travel-2016-4.jpg?fit=1600%2C1067&ssl=1
12.5492266,55.6871434,Maobao.,Copenhague,Danemark,asiatique,,,,Skyttegade 5  2200 København,https://media-cdn.tripadvisor.com/media/photo-s/14/d0/18/1d/house-pickles-the-classic.jpg
2.361378,48.822139,Pho Taï,75013,France,asiatique,,,,13 Rue Philibert Lucot,https://media-cdn.tripadvisor.com/media/photo-s/07/b6/31/0f/pho-13.jpg
2.3719045,48.8699347,Terre Rosse pizzeria,75011,France,italien,,,,14 Rue des Goncourt,https://media-cdn.tripadvisor.com/media/photo-s/15/45/d6/30/terre-rosse.jpg
2.3461488,48.8865049,Buffet Sandwicherie Fine,75018,France,sur_le_pouce,,,,11 Rue Muller,https://media-cdn.tripadvisor.com/media/photo-s/19/ab/62/3b/buffet-sandwicherie-fine.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,LANDGREVEN 10 – 1301 CPH. K,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,NIELS HEMMINGSENS GADE 20 – 1154 CPH. K,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,STRANDGADE 95 – 1401 CPH. K,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,CARLSBERG BYEN BRYGGERNES PLADS 1,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,VÆRNEDAMSVEJ 2 – 1619 CPH. V,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,VESTERPORT STATION ON THE PLATFORM,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,STRANDVEJEN 201  2900 HELLERUP,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
,,Gasoline Grill,Copenhague,Danemark,burger/sur_le_pouce,,,,TIVOLI GARDENS  VESTERBROGADE 3 – 1630 CPH,https://media-cdn.tripadvisor.com/media/photo-s/12/a3/91/28/photo0jpg.jpg
12.4685444,41.8913875,Dar Poeta,Rome,Italie,italien,,,,Vicolo del Bologna  45  00153 Roma RM,https://media-cdn.tripadvisor.com/media/photo-s/05/d0/0c/7a/light-as-air-crispy-crust.jpg
12.4715634,41.8958558,Forno Campo de  Fiori,Rome,Italie,italien/sur_le_pouce/boulangerie,,,,Piazza Campo de  Fiori  22  00186 Roma RM,https://media-cdn.tripadvisor.com/media/photo-s/02/31/78/0b/mushroom-pizza.jpg
12.467911,41.897487,Supplizio,Rome,Italie,italien,,,,Via dei Banchi Vecchi  143  00186 Roma RM,https://blogs.lexpress.fr/styles/restaurant/files/2014/06/Rome-Supplizio-2.jpg
12.4523753,41.8605951,In Fucina,Rome,Italie,italien,,,,Via Giuseppe Lunati  25/31  00149 Roma RM,https://media-cdn.tripadvisor.com/media/photo-s/0d/d6/6d/41/pizza-a-la-truffes-un.jpg
12.4742452,41.8945658,Antico Forno Roscioli,Rome,Italie,italien,,,,Via dei Chiavari  34  00186 Roma RM,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/38/c2/41/antico-forno-roscioli.jpg
12.4762145,41.9092503,PizzaRe,Rome,Italie,italien,,,,Via di Ripetta  14  00186 Roma RM,https://media-cdn.tripadvisor.com/media/photo-s/1a/0d/e1/b4/4-spicchi-4-gusti-diversi.jpg
2.3517381,48.8473667,Sucrepice 5,75005,France,asiatique,,,,5 Rue d Arras,https://media-cdn.tripadvisor.com/media/photo-s/15/8b/31/68/photo0jpg.jpg
,,Sucrepice 13,75013,France,asiatique,,,,35 Rue La Fayette,https://media-cdn.tripadvisor.com/media/photo-s/15/8b/31/68/photo0jpg.jpg
2.3762794,48.8908481,Chamroeun Crimee,75019,France,asiatique,,,,4 Rue Mathis,https://media-cdn.tripadvisor.com/media/photo-s/13/f5/a1/77/photo3jpg.jpg
2.3316953,48.841566,My Noodles,75006,France,asiatique,,,,129 Bd du Montparnasse,https://media-cdn.tripadvisor.com/media/photo-p/08/53/36/b0/my-noodles.jpg
2.3469415,48.8740941,Bob De Tunis,75009,France,sur_le_pouce/moyen_orient,,,,10 Rue Richer,"https://media.admagazine.fr/photos/60c7665c10840257227ed146/16:9/w_2580,c_limit/og_6014.jpeg"
2.3618422,48.8229062,Ngoc Xuyen Saigon,75013,France,asiatique,,,,4 Rue Caillaux,http://lapetitebanane.com/wp-content/uploads/2017/05/Ngoc_Xuyen_Saigon_TN.jpg
2.3477324,48.8676916,FTG,75002,France,sur_le_pouce,,,,9 Rue du Nil,https://media-cdn.tripadvisor.com/media/photo-s/08/c3/2e/26/frenchie-to-go.jpg
2.3768314,48.8531909,Starvin  Joe,75011,France,sur_le_pouce/burger,,,,42 Rue de Charonne,https://lh3.googleusercontent.com/proxy/SmLu9TF70cr22UBzNYBWssM6ISXnGgi_UGM36uU_nF4UpBCHZhPK87NXE7fPEB6sy-OVQ05kdFGazlwYPi_cLFR1sV0tSfyFpmVHFdjdfFmvhlxKRpB94DH1cIL4tGI
2.379091,48.865999,Sürpriz - Berliner Kebab,75011,France,sur_le_pouce/moyen_orient,,,,110 Rue Oberkampf,https://storage.googleapis.com/mon-resto-halal/restaurants/ce93030e-dbe8-4357-9cce-c630fc628c75/thumb@1024_e1df9f14-b6ba-453c-85bc-ac6dab538cf8.jpg
2.3227251,48.8866066,Garni,75017,France,sur_le_pouce/neobistrot,,,,35 Rue la Condamine,https://fr.newtable.com/uploads/medias/restaurants/images/thumbs/5556-photo1.png
2.3369591,48.8816541,Dumbo,75009,France,sur_le_pouce/burger,oui,,,64 Rue Jean-Baptiste Pigalle,https://media-cdn.tripadvisor.com/media/photo-s/1a/df/41/46/burger-simple-gauche.jpg
2.3689982,48.8752965,Panda Panda,75010,France,asiatique,,,,21 Rue Juliette Dodu,https://www.sortiraparis.com/images/80/86639/458873-panda-panda-3.jpg
2.3655598,48.8780483,Bricktop Pizza Paris,75010,France,italien,,,,153 Quai de Valmy,https://www.bricktoppizza.com/assets/img/pizza-feu-de-bois-paris-2.jpg
2.3069612,48.8988205,Bricktop Pizza Clichy,92110,France,italien,,,,33 Bd Jean Jaures,https://www.bricktoppizza.com/assets/img/pizza-feu-de-bois-paris-2.jpg
2.3794031,48.8566263,BASIQUE,75011,France,neobistrot,,,,164 Av. Ledru Rollin,https://v2cdn0.centralappstatic.com/image/resize/1080x1349_gallery_ef825bd6ea2b4bdd9c1c15f8a6db257c.jpeg
2.3689244,48.86097,Aï Hsu,75011,France,asiatique,,,,16 Rue Saint-Sebastien,https://media-cdn.tripadvisor.com/media/photo-s/1d/72/14/31/caption.jpg
2.3626481,48.8718855,Bopome,75010,France,asiatique,,,,48 Rue de Lancry,https://media-cdn.tripadvisor.com/media/photo-s/1a/cd/55/2b/dane-bing-porc-bbq.jpg
2.3547482,48.8731554,Grand Cafe d Athenes,75010,France,sur_le_pouce/grec,,,,74 Rue du Faubourg Saint-Denis,https://ideat.thegoodhub.com/wp-content/thumbnails/uploads/sites/3/2019/09/une_cafeathenes_ideat-tt-width-740-height-474-crop-1-bgcolor-ffffff.jpg
2.3598249,48.870765,Sold Out Burger,75010,France,sur_le_pouce/burger,,,,2 Rue Lucien Sampaix,https://trentetroisdegres.fr/wp-content/uploads/2020/07/105943627_862681944135435_5861066836483203554_n-e1594477711854.jpg
2.3800439,48.8534502,Mokoloco,75011,France,sur_le_pouce,,,,74 Rue de Charonne,https://fr.newtable.com/uploads/medias/restaurants/images/large/5470-photo1.jpg
2.3384727,48.876804,Piou Piou,75009,France,sur_le_pouce/burger,,,,3 Rue Saint-Lazare,https://lemenu.co/images/31bd9ae63d96f6d7ac0f4fad4a284653.jpg
2.4042034,48.8600808,Peppe Pizzeria,75020,France,italien,,,,2 Pl. Saint-Blaise,https://www.sortiraparis.com/images/80/91538/573722-peppe-paris-la-pizzeria-du-champion-du-monde-de-la-pizza-9.jpg
2.364063,48.8662771,loov Resto,75003,France,neobistrot,,,,16 Pass. Vendôme,https://assets.justacote.com/photos_entreprises/loov-paris-156404211198.jpg
2.380934,48.8731455,Ama Siam,75019,France,sur_le_pouce,,,,49 Rue de Belleville,https://media-cdn.tripadvisor.com/media/photo-s/1b/ac/f0/67/poitrine-de-porc-au-caramel.jpg
2.3764188,48.867315,The Hood Paris,75011,France,asiatique,,,,80 Rue Jean-Pierre Timbaud,https://insidr.co/wp-content/uploads/2020/03/The-Hood-Paris.jpg
2.3603429,48.8629736,Onii-San,75003,France,asiatique/neobistrot,,,,82 Rue des Archives,https://www.numero.com/sites/default/files/2020-09/onii-san-ilya-food-stories2numero-magazine-onii-san-izakaya-paris-le-marais-rue-des-archives-restaurant-japonais_1.jpg
2.3657338,48.8714683,Gros Bao,75010,France,asiatique,,,,72 Quai de Jemmapes,https://www.numero.com/sites/default/files/2020-09/4M0A5960numero-magazine-restaurant-paris-canal-saint-martin-chinois-gros-bao-canard-laque%CC%81.jpg
-1.5642212,43.4791645,CIBO Pizza,Biarritz,France,italien,,,,51bis Rue Gambetta,https://media-cdn.tripadvisor.com/media/photo-s/13/f1/d7/4c/photo0jpg.jpg
-1.5621009,43.4798813,AILLEURS,Biarritz,France,burger/sur_le_pouce,,,,30 Av. Victor Hugo,https://media-cdn.tripadvisor.com/media/photo-s/1d/53/55/4e/burger-chorizo.jpg
2.3106614,48.8702637,Restaurant Japonais d Udon KISIN,75008,France,asiatique,,,,9 Rue de Ponthieu,https://lh3.googleusercontent.com/proxy/G-zxJJts3sXNYP9MsDJvlF7j_svE4vigDP75sZ_A82JX3e1NVYIv-F7W_dIgXPvCDXsbKYIBHXjm2F6eVS1prqwtZm3nWTMQEginwk5FGFJ8M1De_oHPK0QDKQxnrscugunnD_UwKjS6CKE2pEYY-AsVXSg
2.3700204,48.8664318,Haikara,75011,France,asiatique/neobistrot,,,,82 Rue de la Folie Mericourt,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2021/07/17_58_22_925_image00009.jpeg?width=1440&height=1039&optipress=3
2.3455297,48.8656658,Filakia Petit Cafe d Athenes,75002,France,sur_le_pouce/grec,,,,9 Rue Mandar,https://www.sortiraparis.com/images/80/77153/600295-filakia-petit-cafe-d-athenes-le-nouveau-petit-frere-du-grand-cafe-dathenes.jpg
2.3457726,48.8657311,Sarra Deli,75002,France,sur_le_pouce,,,,10 Rue Mandar,https://i.f1g.fr/media/eidos/630x354_crop/2020/09/29/XVM1e6f94dc-fe57-11ea-9ef3-0e4e93e7a417.jpg
2.3631778,48.8622642,Mao dumpling bar,75003,France,asiatique,,,,28 Rue de Saintonge,https://www.sortiraparis.com/images/80/92264/592804-mao-dumpling-bar-3.jpg
2.3358588,48.8936029,OMI,75018,France,sur_le_pouce/moyen_orient,,,,179 Rue Ordener,https://media-cdn.tripadvisor.com/media/photo-s/1c/63/b6/d4/chez-omi-tout-est-fait.jpg
-0.56773,44.8317987,Smashy bordeaux,Bordeaux,France,sur_le_pouce/burger,,,,48 Rue Bergeret,https://i.f1g.fr/media/cms/900x839_crop/2020/07/22/eaaa967e94b659c5519d8100a2e19430793fb367cf47711f9ec2f2dc6836e5da.jpeg
2.3362627,48.8795918,Gili-Gili,75009,France,asiatique/sur_le_pouce,,,,48 Rue Notre Dame de Lorette,https://media-cdn.tripadvisor.com/media/photo-s/1c/83/d6/4b/onigiri-yaki-comte.jpg
